,gid,plaid,posid,teamid,teamname,period,newpos,newposname
7279,7279,5503,18,779,Argentina,844,2,Mid
7280,7280,2995,15,779,Argentina,844,2,Mid
7281,7281,5510,12,779,Argentina,844,2,Mid
7282,7282,5507,5,779,Argentina,844,1,Def
7283,7283,3602,4,779,Argentina,844,1,Def
7284,7284,3237,22,779,Argentina,844,3,Fw
7285,7285,5513,1,779,Argentina,844,1,Def
7286,7286,5506,14,779,Argentina,845,2,Mid
7287,7287,3090,2,779,Argentina,845,1,Def
7288,7288,5503,18,779,Argentina,845,2,Mid
7289,7289,5499,11,779,Argentina,845,2,Mid
7290,7290,3602,4,779,Argentina,845,1,Def
7291,7291,2995,15,779,Argentina,845,2,Mid
7292,7292,5510,12,779,Argentina,845,2,Mid
7293,7293,5507,5,779,Argentina,845,1,Def
7294,7294,3237,22,779,Argentina,845,3,Fw
7295,7295,5513,1,779,Argentina,845,1,Def
7296,7296,5506,14,779,Argentina,846,2,Mid
7297,7297,3659,0,779,Argentina,846,0,GK
7298,7298,3090,2,779,Argentina,846,1,Def
7299,7299,3237,22,779,Argentina,846,3,Fw
7300,7300,3602,4,779,Argentina,846,1,Def
7301,7301,5499,11,779,Argentina,846,2,Mid
7302,7302,5510,12,779,Argentina,846,2,Mid
7303,7303,5507,5,779,Argentina,846,1,Def
7304,7304,3090,2,779,Argentina,847,1,Def
7305,7305,3659,0,779,Argentina,847,0,GK
7306,7306,3602,4,779,Argentina,847,1,Def
7307,7307,5507,5,779,Argentina,847,1,Def
7308,7308,5510,12,779,Argentina,847,2,Mid
7309,7309,5506,14,779,Argentina,847,2,Mid
7310,7310,5513,1,779,Argentina,847,1,Def
7311,7311,2995,15,779,Argentina,847,2,Mid
7312,7312,5503,18,779,Argentina,847,2,Mid
7313,7313,3237,22,779,Argentina,847,3,Fw
7314,7314,3602,4,779,Argentina,848,1,Def
7315,7315,5506,14,779,Argentina,848,2,Mid
7316,7316,5513,1,779,Argentina,848,1,Def
7317,7317,5503,18,779,Argentina,848,2,Mid
7318,7318,3090,2,779,Argentina,848,1,Def
7319,7319,3659,0,779,Argentina,848,0,GK
7320,7320,5507,5,779,Argentina,848,1,Def
7321,7321,5499,11,779,Argentina,848,2,Mid
7322,7322,3090,2,779,Argentina,849,1,Def
7323,7323,3659,0,779,Argentina,849,0,GK
7324,7324,3237,22,779,Argentina,849,3,Fw
7325,7325,5503,18,779,Argentina,849,2,Mid
7326,7326,5506,14,779,Argentina,849,2,Mid
7327,7327,5510,12,779,Argentina,849,2,Mid
7328,7328,2995,15,779,Argentina,849,2,Mid
7329,7329,3602,4,779,Argentina,849,1,Def
7330,7330,3659,0,779,Argentina,850,0,GK
7331,7331,5513,1,779,Argentina,850,1,Def
7332,7332,5506,14,779,Argentina,850,2,Mid
7333,7333,3602,4,779,Argentina,850,1,Def
7334,7334,5510,12,779,Argentina,850,2,Mid
7335,7335,5507,5,779,Argentina,850,1,Def
7336,7336,3090,2,779,Argentina,850,1,Def
7337,7337,2995,15,779,Argentina,850,2,Mid
7338,7338,5499,11,779,Argentina,850,2,Mid
7339,7339,5499,11,779,Argentina,851,2,Mid
7340,7340,5513,1,779,Argentina,851,1,Def
7341,7341,5507,5,779,Argentina,851,1,Def
7342,7342,3237,22,779,Argentina,851,3,Fw
7343,7343,5506,14,779,Argentina,851,2,Mid
7344,7344,3090,2,779,Argentina,851,1,Def
7345,7345,5503,18,779,Argentina,851,2,Mid
7346,7346,5510,12,779,Argentina,851,2,Mid
7347,7347,2995,15,779,Argentina,851,2,Mid
7348,7348,3090,2,779,Argentina,852,1,Def
7349,7349,3602,4,779,Argentina,852,1,Def
7350,7350,5510,12,779,Argentina,852,2,Mid
7351,7351,5506,14,779,Argentina,852,2,Mid
7352,7352,5513,1,779,Argentina,852,1,Def
7353,7353,5503,18,779,Argentina,852,2,Mid
7354,7354,5507,5,779,Argentina,852,1,Def
7355,7355,2995,15,779,Argentina,852,2,Mid
7356,7356,5499,11,779,Argentina,852,2,Mid
7357,7357,3237,22,779,Argentina,852,3,Fw
7358,7358,5507,5,779,Argentina,853,1,Def
7359,7359,5506,14,779,Argentina,853,2,Mid
7360,7360,5513,1,779,Argentina,853,1,Def
7361,7361,3090,2,779,Argentina,853,1,Def
7362,7362,3237,22,779,Argentina,853,3,Fw
7363,7363,5510,12,779,Argentina,853,2,Mid
7364,7364,5499,11,779,Argentina,853,2,Mid
7365,7365,2995,15,779,Argentina,853,2,Mid
7366,7366,5503,18,779,Argentina,853,2,Mid
7367,7367,3659,0,779,Argentina,853,0,GK
7368,7368,3602,4,779,Argentina,853,1,Def
7369,7369,5498,0,793,Iceland,854,0,GK
7370,7370,5511,4,793,Iceland,854,1,Def
7371,7371,5514,22,793,Iceland,854,3,Fw
7372,7372,3944,24,793,Iceland,854,3,Fw
7373,7373,5501,5,793,Iceland,854,1,Def
7374,7374,5512,10,793,Iceland,854,1,Def
7375,7375,5515,8,793,Iceland,854,1,Def
7376,7376,5509,15,793,Iceland,854,2,Mid
7377,7377,5505,2,793,Iceland,854,1,Def
7378,7378,3720,11,793,Iceland,854,2,Mid
7379,7379,3237,22,779,Argentina,855,3,Fw
7380,7380,5506,14,779,Argentina,855,2,Mid
7381,7381,5513,1,779,Argentina,855,1,Def
7382,7382,3602,4,779,Argentina,855,1,Def
7383,7383,3090,2,779,Argentina,855,1,Def
7384,7384,5510,12,779,Argentina,855,2,Mid
7385,7385,5507,5,779,Argentina,855,1,Def
7386,7386,5503,18,779,Argentina,855,2,Mid
7387,7387,5513,1,779,Argentina,856,1,Def
7388,7388,5510,12,779,Argentina,856,2,Mid
7389,7389,3090,2,779,Argentina,856,1,Def
7390,7390,5506,14,779,Argentina,856,2,Mid
7391,7391,2995,15,779,Argentina,856,2,Mid
7392,7392,3237,22,779,Argentina,856,3,Fw
7393,7393,5503,18,779,Argentina,856,2,Mid
7394,7394,3090,2,779,Argentina,857,1,Def
7395,7395,3602,4,779,Argentina,857,1,Def
7396,7396,5507,5,779,Argentina,857,1,Def
7397,7397,5510,12,779,Argentina,857,2,Mid
7398,7398,3237,22,779,Argentina,857,3,Fw
7399,7399,5506,14,779,Argentina,857,2,Mid
7400,7400,5503,18,779,Argentina,857,2,Mid
7401,7401,2995,15,779,Argentina,857,2,Mid
7402,7402,5513,1,779,Argentina,857,1,Def
7403,7403,5499,11,779,Argentina,857,2,Mid
7404,7404,5513,1,779,Argentina,858,1,Def
7405,7405,5504,12,779,Argentina,858,2,Mid
7406,7406,5499,11,779,Argentina,858,2,Mid
7407,7407,5506,14,779,Argentina,858,2,Mid
7408,7408,5503,18,779,Argentina,858,2,Mid
7409,7409,5507,5,779,Argentina,858,1,Def
7410,7410,3237,22,779,Argentina,858,3,Fw
7411,7411,3090,2,779,Argentina,858,1,Def
7412,7412,2995,19,779,Argentina,858,2,Mid
7413,7413,3602,4,779,Argentina,858,1,Def
7414,7414,5506,9,779,Argentina,859,1,Def
7415,7415,5503,17,779,Argentina,859,2,Mid
7416,7416,5499,12,779,Argentina,859,2,Mid
7417,7417,5504,14,779,Argentina,859,2,Mid
7418,7418,2995,19,779,Argentina,859,2,Mid
7419,7419,5507,5,779,Argentina,859,1,Def
7420,7420,5513,1,779,Argentina,859,1,Def
7421,7421,3090,2,779,Argentina,859,1,Def
7422,7422,3659,0,779,Argentina,859,0,GK
7423,7423,3602,4,779,Argentina,859,1,Def
7424,7424,3237,22,779,Argentina,859,3,Fw
7425,7425,3659,0,779,Argentina,860,0,GK
7426,7426,3602,4,779,Argentina,860,1,Def
7427,7427,5506,9,779,Argentina,860,1,Def
7428,7428,5503,17,779,Argentina,860,2,Mid
7429,7429,5504,14,779,Argentina,860,2,Mid
7430,7430,5499,12,779,Argentina,860,2,Mid
7431,7431,3090,2,779,Argentina,860,1,Def
7432,7432,5507,5,779,Argentina,860,1,Def
7433,7433,5513,1,779,Argentina,860,1,Def
7434,7434,3237,22,779,Argentina,860,3,Fw
7435,7435,5506,9,779,Argentina,861,1,Def
7436,7436,5504,14,779,Argentina,861,2,Mid
7437,7437,5499,12,779,Argentina,861,2,Mid
7438,7438,2995,19,779,Argentina,861,2,Mid
7439,7439,5513,1,779,Argentina,861,1,Def
7440,7440,3237,22,779,Argentina,861,3,Fw
7441,7441,3090,2,779,Argentina,861,1,Def
7442,7442,3602,4,779,Argentina,861,1,Def
7443,7443,5507,5,779,Argentina,861,1,Def
7444,7444,5503,17,779,Argentina,861,2,Mid
7445,7445,3659,0,779,Argentina,862,0,GK
7446,7446,3602,4,779,Argentina,862,1,Def
7447,7447,5504,14,779,Argentina,862,2,Mid
7448,7448,5506,9,779,Argentina,862,1,Def
7449,7449,3090,2,779,Argentina,862,1,Def
7450,7450,5499,12,779,Argentina,862,2,Mid
7451,7451,5503,17,779,Argentina,862,2,Mid
7452,7452,2995,19,779,Argentina,862,2,Mid
7453,7453,3237,22,779,Argentina,862,3,Fw
7454,7454,5513,1,779,Argentina,862,1,Def
7455,7455,5499,12,779,Argentina,863,2,Mid
7456,7456,5506,9,779,Argentina,863,1,Def
7457,7457,5513,1,779,Argentina,863,1,Def
7458,7458,3602,4,779,Argentina,863,1,Def
7459,7459,5504,14,779,Argentina,863,2,Mid
7460,7460,5496,19,779,Argentina,863,2,Mid
7461,7461,5503,17,779,Argentina,863,2,Mid
7462,7462,5507,5,779,Argentina,863,1,Def
7463,7463,3090,2,779,Argentina,863,1,Def
7464,7464,3090,2,779,Argentina,864,1,Def
7465,7465,5513,1,779,Argentina,864,1,Def
7466,7466,5499,12,779,Argentina,864,2,Mid
7467,7467,3602,4,779,Argentina,864,1,Def
7468,7468,5504,14,779,Argentina,864,2,Mid
7469,7469,5496,19,779,Argentina,864,2,Mid
7470,7470,5506,9,779,Argentina,864,1,Def
7471,7471,5507,5,779,Argentina,864,1,Def
7472,7472,5503,17,779,Argentina,864,2,Mid
7473,7473,3090,2,779,Argentina,865,1,Def
7474,7474,5503,17,779,Argentina,865,2,Mid
7475,7475,5497,21,779,Argentina,865,3,Fw
7476,7476,3237,23,779,Argentina,865,3,Fw
7477,7477,5513,1,779,Argentina,865,1,Def
7478,7478,5504,8,779,Argentina,865,1,Def
7479,7479,5506,10,779,Argentina,865,1,Def
7480,7480,3602,4,779,Argentina,865,1,Def
7481,7481,5496,19,779,Argentina,865,2,Mid
7482,7482,5507,5,779,Argentina,865,1,Def
7483,7483,5513,1,779,Argentina,866,1,Def
7484,7484,3602,4,779,Argentina,866,1,Def
7485,7485,5506,10,779,Argentina,866,1,Def
7486,7486,5497,21,779,Argentina,866,3,Fw
7487,7487,3090,2,779,Argentina,866,1,Def
7488,7488,5507,5,779,Argentina,866,1,Def
7489,7489,5496,19,779,Argentina,866,2,Mid
7490,7490,5504,8,779,Argentina,866,1,Def
7491,7491,3237,23,779,Argentina,866,3,Fw
7492,7492,5503,17,779,Argentina,866,2,Mid
7493,7493,5507,5,779,Argentina,867,1,Def
7494,7494,3659,0,779,Argentina,867,0,GK
7495,7495,3602,4,779,Argentina,867,1,Def
7496,7496,5504,8,779,Argentina,867,1,Def
7497,7497,3090,2,779,Argentina,867,1,Def
7498,7498,5513,1,779,Argentina,867,1,Def
7499,7499,5497,21,779,Argentina,867,3,Fw
7500,7500,5496,19,779,Argentina,867,2,Mid
7501,7501,5503,17,779,Argentina,867,2,Mid
7502,7502,5506,10,779,Argentina,867,1,Def
7503,7503,3237,23,779,Argentina,867,3,Fw
7504,7504,5507,5,779,Argentina,868,1,Def
7505,7505,3659,0,779,Argentina,868,0,GK
7506,7506,5513,1,779,Argentina,868,1,Def
7507,7507,5504,8,779,Argentina,868,1,Def
7508,7508,5506,10,779,Argentina,868,1,Def
7509,7509,5503,17,779,Argentina,868,2,Mid
7510,7510,3090,2,779,Argentina,868,1,Def
7511,7511,5201,4,772,Spain,869,1,Def
7512,7512,5198,22,772,Spain,869,3,Fw
7513,7513,4926,15,772,Spain,869,2,Mid
7514,7514,5211,5,772,Spain,869,1,Def
7515,7515,5203,10,772,Spain,869,1,Def
7516,7516,5213,2,772,Spain,869,1,Def
7517,7517,5202,1,772,Spain,869,1,Def
7518,7518,5199,8,772,Spain,869,1,Def
7519,7519,5719,11,772,Spain,869,2,Mid
7520,7520,5203,10,772,Spain,870,1,Def
7521,7521,5213,2,772,Spain,870,1,Def
7522,7522,5199,8,772,Spain,870,1,Def
7523,7523,5202,1,772,Spain,870,1,Def
7524,7524,5201,4,772,Spain,870,1,Def
7525,7525,4926,15,772,Spain,870,2,Mid
7526,7526,3064,18,772,Spain,870,2,Mid
7527,7527,5211,5,772,Spain,870,1,Def
7528,7528,5201,4,772,Spain,871,1,Def
7529,7529,4926,15,772,Spain,871,2,Mid
7530,7530,5202,1,772,Spain,871,1,Def
7531,7531,5719,11,772,Spain,871,2,Mid
7532,7532,5203,10,772,Spain,871,1,Def
7533,7533,5213,2,772,Spain,871,1,Def
7534,7534,5211,5,772,Spain,871,1,Def
7535,7535,5199,8,772,Spain,871,1,Def
7536,7536,5198,22,772,Spain,871,3,Fw
7537,7537,3064,18,772,Spain,871,2,Mid
7538,7538,5202,1,772,Spain,872,1,Def
7539,7539,5203,10,772,Spain,872,1,Def
7540,7540,5201,4,772,Spain,872,1,Def
7541,7541,5211,5,772,Spain,872,1,Def
7542,7542,3064,18,772,Spain,872,2,Mid
7543,7543,5199,8,772,Spain,872,1,Def
7544,7544,5719,11,772,Spain,872,2,Mid
7545,7545,5213,2,772,Spain,872,1,Def
7546,7546,4926,15,772,Spain,872,2,Mid
7547,7547,5201,4,772,Spain,873,1,Def
7548,7548,5203,10,772,Spain,873,1,Def
7549,7549,5719,11,772,Spain,873,2,Mid
7550,7550,3064,18,772,Spain,873,2,Mid
7551,7551,5211,5,772,Spain,873,1,Def
7552,7552,4926,15,772,Spain,873,2,Mid
7553,7553,5202,1,772,Spain,873,1,Def
7554,7554,5203,10,772,Spain,874,1,Def
7555,7555,5213,2,772,Spain,874,1,Def
7556,7556,5201,4,772,Spain,874,1,Def
7557,7557,4926,15,772,Spain,874,2,Mid
7558,7558,5211,5,772,Spain,874,1,Def
7559,7559,5202,1,772,Spain,874,1,Def
7560,7560,3064,18,772,Spain,874,2,Mid
7561,7561,5198,22,772,Spain,874,3,Fw
7562,7562,5211,5,772,Spain,875,1,Def
7563,7563,5201,4,772,Spain,875,1,Def
7564,7564,5202,1,772,Spain,875,1,Def
7565,7565,4926,15,772,Spain,875,2,Mid
7566,7566,5719,11,772,Spain,875,2,Mid
7567,7567,5199,8,772,Spain,875,1,Def
7568,7568,3064,18,772,Spain,875,2,Mid
7569,7569,5203,10,772,Spain,875,1,Def
7570,7570,5213,2,772,Spain,875,1,Def
7571,7571,4926,15,772,Spain,876,2,Mid
7572,7572,5213,2,772,Spain,876,1,Def
7573,7573,5202,1,772,Spain,876,1,Def
7574,7574,5199,8,772,Spain,876,1,Def
7575,7575,5203,10,772,Spain,876,1,Def
7576,7576,5719,11,772,Spain,876,2,Mid
7577,7577,5211,5,772,Spain,876,1,Def
7578,7578,5201,4,772,Spain,876,1,Def
7579,7579,3064,18,772,Spain,877,2,Mid
7580,7580,4926,15,772,Spain,877,2,Mid
7581,7581,5201,4,772,Spain,877,1,Def
7582,7582,5199,8,772,Spain,877,1,Def
7583,7583,5203,10,772,Spain,877,1,Def
7584,7584,5202,1,772,Spain,877,1,Def
7585,7585,5213,2,772,Spain,877,1,Def
7586,7586,5211,5,772,Spain,877,1,Def
7587,7587,5198,22,772,Spain,878,3,Fw
7588,7588,4926,15,772,Spain,878,2,Mid
7589,7589,5201,4,772,Spain,878,1,Def
7590,7590,5202,1,772,Spain,878,1,Def
7591,7591,5213,2,772,Spain,878,1,Def
7592,7592,3064,18,772,Spain,878,2,Mid
7593,7593,5203,10,772,Spain,878,1,Def
7594,7594,5211,5,772,Spain,878,1,Def
7595,7595,5199,8,772,Spain,878,1,Def
7596,7596,3333,0,772,Spain,878,0,GK
7597,7597,5719,11,772,Spain,878,2,Mid
7598,7598,5174,3,796,Russia,879,1,Def
7599,7599,5195,22,796,Russia,879,3,Fw
7600,7600,5171,14,796,Russia,879,2,Mid
7601,7601,5182,21,796,Russia,879,3,Fw
7602,7602,5170,11,796,Russia,879,2,Mid
7603,7603,5175,2,796,Russia,879,1,Def
7604,7604,5179,12,796,Russia,879,2,Mid
7605,7605,5211,5,772,Spain,880,1,Def
7606,7606,4926,15,772,Spain,880,2,Mid
7607,7607,5202,1,772,Spain,880,1,Def
7608,7608,5719,11,772,Spain,880,2,Mid
7609,7609,5213,2,772,Spain,880,1,Def
7610,7610,5203,10,772,Spain,880,1,Def
7611,7611,5199,8,772,Spain,880,1,Def
7612,7612,5201,4,772,Spain,880,1,Def
7613,7613,3064,18,772,Spain,880,2,Mid
7614,7614,5213,2,772,Spain,881,1,Def
7615,7615,5199,8,772,Spain,881,1,Def
7616,7616,3064,18,772,Spain,881,2,Mid
7617,7617,5198,22,772,Spain,881,3,Fw
7618,7618,5203,10,772,Spain,881,1,Def
7619,7619,5719,11,772,Spain,881,2,Mid
7620,7620,5201,4,772,Spain,881,1,Def
7621,7621,4926,15,772,Spain,881,2,Mid
7622,7622,5211,5,772,Spain,881,1,Def
7623,7623,5202,1,772,Spain,881,1,Def
7624,7624,5172,0,796,Russia,882,0,GK
7625,7625,5177,23,796,Russia,882,3,Fw
7626,7626,5174,3,796,Russia,882,1,Def
7627,7627,5193,15,796,Russia,882,2,Mid
7628,7628,5677,4,796,Russia,882,1,Def
7629,7629,5170,11,796,Russia,882,2,Mid
7630,7630,5195,22,796,Russia,882,3,Fw
7631,7631,5182,21,796,Russia,882,3,Fw
7632,7632,5175,2,796,Russia,882,1,Def
7633,7633,5179,12,796,Russia,882,2,Mid
7634,7634,5171,14,796,Russia,882,2,Mid
7635,7635,5199,8,772,Spain,883,1,Def
7636,7636,5213,2,772,Spain,883,1,Def
7637,7637,5201,4,772,Spain,883,1,Def
7638,7638,5211,5,772,Spain,883,1,Def
7639,7639,4926,15,772,Spain,883,2,Mid
7640,7640,3064,18,772,Spain,883,2,Mid
7641,7641,5202,1,772,Spain,883,1,Def
7642,7642,5198,22,772,Spain,883,3,Fw
7643,7643,5203,10,772,Spain,883,1,Def
7644,7644,5198,22,772,Spain,884,3,Fw
7645,7645,5211,5,772,Spain,884,1,Def
7646,7646,5203,10,772,Spain,884,1,Def
7647,7647,5213,2,772,Spain,884,1,Def
7648,7648,5202,1,772,Spain,884,1,Def
7649,7649,5199,8,772,Spain,884,1,Def
7650,7650,4926,15,772,Spain,884,2,Mid
7651,7651,3064,18,772,Spain,884,2,Mid
7652,7652,5719,11,772,Spain,884,2,Mid
7653,7653,5202,1,772,Spain,885,1,Def
7654,7654,5201,4,772,Spain,885,1,Def
7655,7655,5211,5,772,Spain,885,1,Def
7656,7656,4926,15,772,Spain,885,2,Mid
7657,7657,5213,2,772,Spain,885,1,Def
7658,7658,5719,11,772,Spain,885,2,Mid
7659,7659,5199,8,772,Spain,885,1,Def
7660,7660,5198,22,772,Spain,885,3,Fw
7661,7661,3333,0,772,Spain,885,0,GK
7662,7662,3064,18,772,Spain,885,2,Mid
7663,7663,5203,10,772,Spain,886,1,Def
7664,7664,3064,18,772,Spain,886,2,Mid
7665,7665,5198,22,772,Spain,886,3,Fw
7666,7666,5211,5,772,Spain,886,1,Def
7667,7667,5201,4,772,Spain,886,1,Def
7668,7668,5213,2,772,Spain,886,1,Def
7669,7669,5202,1,772,Spain,886,1,Def
7670,7670,5719,11,772,Spain,886,2,Mid
7671,7671,4926,15,772,Spain,886,2,Mid
7672,7672,3333,0,772,Spain,886,0,GK
7673,7673,5211,5,772,Spain,887,1,Def
7674,7674,5199,8,772,Spain,887,1,Def
7675,7675,5203,10,772,Spain,887,1,Def
7676,7676,3064,18,772,Spain,887,2,Mid
7677,7677,5719,11,772,Spain,887,2,Mid
7678,7678,4926,15,772,Spain,887,2,Mid
7679,7679,5201,4,772,Spain,887,1,Def
7680,7680,5202,1,772,Spain,887,1,Def
7681,7681,5198,22,772,Spain,887,3,Fw
7682,7682,5170,1,796,Russia,888,1,Def
7683,7683,5195,24,796,Russia,888,3,Fw
7684,7684,5677,15,796,Russia,888,2,Mid
7685,7685,5171,11,796,Russia,888,2,Mid
7686,7686,5182,14,796,Russia,888,2,Mid
7687,7687,5175,2,796,Russia,888,1,Def
7688,7688,5174,4,796,Russia,888,1,Def
7689,7689,5179,9,796,Russia,888,1,Def
7690,7690,6353,5,796,Russia,888,1,Def
7691,7691,5203,10,772,Spain,889,1,Def
7692,7692,5201,4,772,Spain,889,1,Def
7693,7693,5199,8,772,Spain,889,1,Def
7694,7694,5719,11,772,Spain,889,2,Mid
7695,7695,4926,15,772,Spain,889,2,Mid
7696,7696,5211,5,772,Spain,889,1,Def
7697,7697,5198,22,772,Spain,889,3,Fw
7698,7698,5202,1,772,Spain,889,1,Def
7699,7699,3333,0,772,Spain,889,0,GK
7700,7700,5213,2,772,Spain,889,1,Def
7701,7701,3064,18,772,Spain,889,2,Mid
7702,7702,5203,10,772,Spain,890,1,Def
7703,7703,5201,4,772,Spain,890,1,Def
7704,7704,5199,8,772,Spain,890,1,Def
7705,7705,5213,2,772,Spain,890,1,Def
7706,7706,5719,11,772,Spain,890,2,Mid
7707,7707,5211,5,772,Spain,890,1,Def
7708,7708,5202,1,772,Spain,890,1,Def
7709,7709,4926,15,772,Spain,890,2,Mid
7710,7710,5199,8,772,Spain,891,1,Def
7711,7711,5213,2,772,Spain,891,1,Def
7712,7712,5203,10,772,Spain,891,1,Def
7713,7713,4926,15,772,Spain,891,2,Mid
7714,7714,5202,1,772,Spain,891,1,Def
7715,7715,5201,4,772,Spain,891,1,Def
7716,7716,5211,5,772,Spain,891,1,Def
7717,7717,5216,18,772,Spain,891,2,Mid
7718,7718,4926,15,772,Spain,892,2,Mid
7719,7719,5211,5,772,Spain,892,1,Def
7720,7720,5201,4,772,Spain,892,1,Def
7721,7721,5213,2,772,Spain,892,1,Def
7722,7722,5198,22,772,Spain,892,3,Fw
7723,7723,5719,11,772,Spain,892,2,Mid
7724,7724,5199,8,772,Spain,892,1,Def
7725,7725,5721,1,772,Spain,892,1,Def
7726,7726,5216,18,772,Spain,892,2,Mid
7727,7727,5203,10,772,Spain,892,1,Def
7728,7728,5211,5,772,Spain,893,1,Def
7729,7729,4926,15,772,Spain,893,2,Mid
7730,7730,5216,18,772,Spain,893,2,Mid
7731,7731,5201,4,772,Spain,893,1,Def
7732,7732,5213,2,772,Spain,893,1,Def
7733,7733,5199,8,772,Spain,893,1,Def
7734,7734,5721,1,772,Spain,893,1,Def
7735,7735,5203,10,772,Spain,893,1,Def
7736,7736,5198,22,772,Spain,893,3,Fw
7737,7737,5213,2,772,Spain,894,1,Def
7738,7738,5201,4,772,Spain,894,1,Def
7739,7739,5211,5,772,Spain,894,1,Def
7740,7740,4926,15,772,Spain,894,2,Mid
7741,7741,5199,8,772,Spain,894,1,Def
7742,7742,5217,22,772,Spain,894,3,Fw
7743,7743,5719,11,772,Spain,894,2,Mid
7744,7744,5203,10,772,Spain,894,1,Def
7745,7745,5721,1,772,Spain,894,1,Def
7746,7746,5216,18,772,Spain,894,2,Mid
7747,7747,5721,1,772,Spain,895,1,Def
7748,7748,5216,18,772,Spain,895,2,Mid
7749,7749,5217,22,772,Spain,895,3,Fw
7750,7750,5201,4,772,Spain,895,1,Def
7751,7751,5199,8,772,Spain,895,1,Def
7752,7752,4926,15,772,Spain,895,2,Mid
7753,7753,5211,5,772,Spain,895,1,Def
7754,7754,5213,2,772,Spain,895,1,Def
7755,7755,5203,10,772,Spain,896,1,Def
7756,7756,5201,4,772,Spain,896,1,Def
7757,7757,5199,8,772,Spain,896,1,Def
7758,7758,5721,1,772,Spain,896,1,Def
7759,7759,5217,22,772,Spain,896,3,Fw
7760,7760,5216,18,772,Spain,896,2,Mid
7761,7761,5211,5,772,Spain,896,1,Def
7762,7762,5213,2,772,Spain,896,1,Def
7763,7763,5719,11,772,Spain,896,2,Mid
7764,7764,4926,15,772,Spain,896,2,Mid
7765,7765,5721,1,772,Spain,897,1,Def
7766,7766,5201,4,772,Spain,897,1,Def
7767,7767,4926,15,772,Spain,897,2,Mid
7768,7768,5213,2,772,Spain,897,1,Def
7769,7769,5199,8,772,Spain,897,1,Def
7770,7770,5217,22,772,Spain,897,3,Fw
7771,7771,5211,5,772,Spain,897,1,Def
7772,7772,5203,10,772,Spain,897,1,Def
7773,7773,5216,18,772,Spain,897,2,Mid
7774,7774,5719,11,772,Spain,897,2,Mid
7775,7775,5201,4,772,Spain,898,1,Def
7776,7776,5199,8,772,Spain,898,1,Def
7777,7777,5213,2,772,Spain,898,1,Def
7778,7778,5721,1,772,Spain,898,1,Def
7779,7779,5719,11,772,Spain,898,2,Mid
7780,7780,4926,15,772,Spain,898,2,Mid
7781,7781,3333,0,772,Spain,898,0,GK
7782,7782,5203,10,772,Spain,898,1,Def
7783,7783,5217,22,772,Spain,898,3,Fw
7784,7784,5203,10,772,Spain,899,1,Def
7785,7785,5213,2,772,Spain,899,1,Def
7786,7786,5216,18,772,Spain,899,2,Mid
7787,7787,5199,8,772,Spain,899,1,Def
7788,7788,5719,11,772,Spain,899,2,Mid
7789,7789,5211,5,772,Spain,899,1,Def
7790,7790,4926,15,772,Spain,899,2,Mid
7791,7791,5203,10,772,Spain,900,1,Def
7792,7792,5217,22,772,Spain,900,3,Fw
7793,7793,4926,15,772,Spain,900,2,Mid
7794,7794,5211,5,772,Spain,900,1,Def
7795,7795,5216,18,772,Spain,900,2,Mid
7796,7796,5719,11,772,Spain,900,2,Mid
7797,7797,5201,4,772,Spain,900,1,Def
7798,7798,5199,8,772,Spain,900,1,Def
7799,7799,5213,2,772,Spain,900,1,Def
7800,7800,5721,1,772,Spain,900,1,Def
7801,7801,5213,2,772,Spain,901,1,Def
7802,7802,5719,11,772,Spain,901,2,Mid
7803,7803,5216,18,772,Spain,901,2,Mid
7804,7804,5217,22,772,Spain,901,3,Fw
7805,7805,5211,5,772,Spain,901,1,Def
7806,7806,5721,1,772,Spain,901,1,Def
7807,7807,5199,8,772,Spain,901,1,Def
7808,7808,5201,4,772,Spain,901,1,Def
7809,7809,4926,15,772,Spain,901,2,Mid
7810,7810,5199,8,772,Spain,902,1,Def
7811,7811,5201,4,772,Spain,902,1,Def
7812,7812,5213,2,772,Spain,902,1,Def
7813,7813,5721,1,772,Spain,902,1,Def
7814,7814,5203,10,772,Spain,902,1,Def
7815,7815,5216,18,772,Spain,902,2,Mid
7816,7816,4926,15,772,Spain,902,2,Mid
7817,7817,5217,22,772,Spain,902,3,Fw
7818,7818,5718,11,772,Spain,902,2,Mid
7819,7819,5211,5,772,Spain,902,1,Def
7820,7820,5213,2,772,Spain,903,1,Def
7821,7821,5718,11,772,Spain,903,2,Mid
7822,7822,5217,22,772,Spain,903,3,Fw
7823,7823,5201,4,772,Spain,903,1,Def
7824,7824,5199,8,772,Spain,903,1,Def
7825,7825,5203,10,772,Spain,903,1,Def
7826,7826,5211,5,772,Spain,903,1,Def
7827,7827,4926,15,772,Spain,903,2,Mid
7828,7828,5721,1,772,Spain,903,1,Def
7829,7829,3333,0,772,Spain,904,0,GK
7830,7830,5213,2,772,Spain,904,1,Def
7831,7831,5199,8,772,Spain,904,1,Def
7832,7832,5721,1,772,Spain,904,1,Def
7833,7833,5201,4,772,Spain,904,1,Def
7834,7834,5211,5,772,Spain,904,1,Def
7835,7835,5203,10,772,Spain,904,1,Def
7836,7836,5216,18,772,Spain,904,2,Mid
7837,7837,5642,14,782,Belgium,905,2,Mid
7838,7838,5639,3,782,Belgium,905,1,Def
7839,7839,20005,1,782,Belgium,905,1,Def
7840,7840,5630,16,782,Belgium,905,2,Mid
